polonicum@romandie.com;Stowarzyszenie "PrzyjaciÛ≥ úw. Kazimierza"
apeop@ecole-polonaise.org;Stowarzyszenie "Szko≥a Polska w Paryøuî przy Ambasadzie RP
ag.paris@lot.pologne.net.;Stowarzyszenie ArchitektÛw Polskich we Francji (SARPF)
Alicja.TARDY@emse.fr;Stowarzyszenie ASEMKA w Saint-Etienne
sprzedaz@sbp.pl;Stowarzyszenie Biblioteki Polskiej w Paryøu (SBBP)
association.czesc@gmail.com;Stowarzyszenie By≥ych UczniÛw Polskiego Liceum w Paryøu
poczta@renidunaj.pl;Stowarzyszenie By≥ych Øo≥nierzy I Dywizji Polskiej we Francji
enfants-de-pologne@sfr.fr;Stowarzyszenie Dzieci Polskie w Le Vesinet
polonica@aixpolonica.net;Stowarzyszenie Francusko-Polskie "Polonicaî w Aix en Provence
francepolognecotedopale@gmail.com;Stowarzyszenie Francusko-Polskie na Wybrzeøu Opalowym
werchowskamarieclaude@gmail.com;Stowarzyszenie Francusko-Polskie w Marchiennes
artuse1@wanadoo.fr;Stowarzyszenie Francusko-Polskie w Saint Maur des FossÈs
sitpf@wanadoo.fr;Stowarzyszenie InøynierÛw i TechnikÛw Polskich we Francji (SITPF)
association.czesc@gmail.com;Stowarzyszenie Kresowian we Francji
werchowskamarieclaude@gmail.com;Stowarzyszenie Kultura i Tradycja w Henin-Beaumont
association.czesc@gmail.com;Stowarzyszenie Kulturalne "Krakowiak" w Noeux les Mines
accp51@live.fr;Stowarzyszenie Kulturalne Szampania - Polska w Reims
werchowskamarieclaude@gmail.com;Stowarzyszenie Kulturalne w Troyes
association.czesc@gmail.com;Stowarzyszenie Lekarzy Polskiego Pochodzenia we Francji
ag.paris@lot.pologne.net.;Stowarzyszenie Litewsko-Polskie w Paryøu
paris.wk.info@msz.gov.pl;Stowarzyszenie "Millenium 2000" w Lens
materpolonia@voila.fr.;Stowarzyszenie Mater Polonia w Villejuif
association.concorde@sfr.fr;Stowarzyszenie MÍøÛw Katolickich we Francji
werchowskamarieclaude@gmail.com;Stowarzyszenie Nord-Pas-de-Calais - Polska
stow.obroncowkrzyzaparyz@hotmail.fr;Stowarzyszenie ObroÒcÛw Krzyøa we Francji
lespolonaises@gmail.com;Stowarzyszenie Polek we Francji
paris.wk.info@msz.gov.pl;Stowarzyszenie Polonia Sarthe
werchowskamarieclaude@gmail.com;Stowarzyszeniu PolonistÛw Francuskich SFEP
wkostyrko@iam.pl;Stowarzyszenie Polskich ArtystÛw MuzykÛw w Paryøu
info@polish-spk-foundation.org.au;Stowarzyszenie Polskich KombatantÛw i Ich Rodzin
poloniawnantes@gmail.com;Stowarzyszenie Polskie w Nantes
werchowskamarieclaude@gmail.com.;Stowarzyszenie Polskie w Saint-Quentin
biuro@polonika.eu;Stowarzyszenie Polsko-Francuskie "Polonika" w Rueil Malmaison
info@aquilablanca.org;Centrum Kultury Polskiej "Orze≥ Bia≥y"
amitites.francopolonaises@gmail.com;Stowarzyszenie Polsko-Francuskie w Domont
dompolski32@yandex.ru;Stowarzyszenie Polsko-Francuskie w Villeurbanne
ag.paris@lot.pologne.net.;Stowarzyszenie Polsko-UkraiÒskie w Paryøu
parabole.asso@gmail.com;Stowarzyszenie Pomocy w Integracji Trwa≥ej "Parabole"
polonia.france@wanadoo.fr;Stowarzyszenie Przyjaüni Francusko-Polskiej "Sur un air de Pologne"
contact@maisondelapolonia.com;Stowarzyszenie Przyjaüni Francusko-Polskiej w Dourges
werchowskamarieclaude@gmail.com;Stowarzyszenie Przyjaüni Francusko-Polskiej "Øywa Polska" w Aulnoye-Aymeries
werchowskamarieclaude@gmail.com;Stowarzyszenie Rodzin Polskich i Polsko-Francuskich
science.varsovie-amba@diplomatie.gouv.fr;Stowarzyszenie StudentÛw i AbsolwentÛw Polskich we Francji (AEP)
amitites.francopolonaises@gmail.com;Stowarzyszenie WspÛlnota Polsko-Francuska
hofman.adri@gmail.com;Strona Polonii w Nantes
paryz@orpeg.pl;Szkolny Punkt Konsultacyjny im. Adama Mickiewicza przy Ambasadzie RP w Paryøu
materpolonia@voila.fr.;Szko≥a Podstawowa Mater Polonia w Villejuif
kontakt@szkola-nicea.org;Szko≥a polska w Nicei
kontakt@tchr.fr;Towarzystwo Chrystusowe dla Polonii Zagranicznej (Chrystusowcy) we Francji
materpolonia@voila.fr;Towarzystwo Krzewienia Oúwiaty w Nilvange
info@pava-swap.org;Towarzystwo Opieki nad Polskimi Zabytkami i Grobami Historycznymi we Francji
ewale@kul.lublin.pl;Towarzystwo PrzyjaciÛ≥ S≥ownika Biograficznego Polonii åwiata
cfp.secretariat@gmail.com;WspÛlnota Francusko-Polska
kalina@awf.wroc.pl;ZespÛ≥ Pieúni i TaÒca "Kalina"
info@polonez.org.au;ZespÛ≥ Pieúni i TaÒca "Polonez"
m.karlowska_xl@wp.pl;Zgromadzenie SiÛstr Pasterek od Opatrznoúci Boøej we Francji
cssjkrk@rubikon.pl;Zgromadzenie SiÛstr åwiÍtego JÛzefa (JÛzefitki) we Francji
sercanki@zakon.opoka.org.pl;Zgromadzenie S≥uøebnic NajúwiÍtrzego Serca Jezusowego (Sercanki) we Francji
assosciation.czesc@gmail.com;Zwiπzek By≥ych KombatantÛw i RezerwistÛw w Troyes
association.concorde@sfr.fr;Zwiπzek Polskich StowarzyszeÒ Katolickich we Francji
srbp@ap.edu.pl;Zwiπzek Towarzystw Gimnastycznych "SokÛ≥î we Francji
ofmcapwawa@gmail.com;Zakon Braci Mniejszych KapucynÛw
kurier_atenski@imn.gr;"Kurier AteÒskiî
terminowa@gmail.com;Grecko-polski net
giannakakos2260@hotmail.com;Grecko-Polski Zwiπzek im. Fryderyka Chopina w Lamii
poland@first.gr;Grecko-Polski Zwiπzek Przyjaüni i WspÛ≥pracy
tkp.ateny@gmail.com;Klub Biznesu "Agora"
tkp.ateny@gmail.com;Klub Polski w Atenach
gosia@hol.gr;Niezaleøny Zwiπzek Kobiet Polskich na Emigracji w Atenach
evavanti@yahoo.com;Niezaleøny Zwiπzek Polonii Greckiej
Parfia.ateny@gmail.com;Parafia Serca Chrystusa Zbawiciela w Atenach
parafia.ateny@gmail.com ;Polska Misja Katolicka w Grecji
poland@first.gr;Stowarzyszenie Polskich InøynierÛw i TechnikÛw w Grecji
marzanna.geisler@gmail.com;Stowarzyszenie PrzyjaciÛ≥ Szko≥y Polskiej w Grecji
tkp.ateny@gmail.com;Towarzystwo Kultury Polskiej im. Juliusza S≥owackiego w Atenach
sekretariat@atenyzs.pl;ZespÛ≥ SzkÛ≥ przy Ambasadzie RP w Atenach im. Zygmunta Mineyki
misjonarki@mchr.pl;Zgromadzenie SiÛstr Misjonarek Chrystusa KrÛla dla Polonii Zagranicznej (Misjonarki Chrystusa KrÛla) w Grecji
zrzeszenie.mieszko@wp.pl;Zrzeszenie PolakÛw w Grecji "Mieszkoî
poland@first.gr;Zwiπzek Nauki i Techniki PolakÛw w Grecji
info@polonorama.com;Zwiπzek PolakÛw na Krecie
zwpolakow@yahoo.gr;Zwiπzek PolakÛw Prowincji Dodekanez
evavanti@yahoo.com;Zwiπzek PolakÛw w Messinie
tkp.ateny@gmail.com;Zwiπzek PolakÛw Zachodniej Grecji i Wysp JoÒskich
tkp.ateny@gmail.com;Zwiπzek Polonijnych KlubÛw Sportowych "Panpolonikosî w Atenach
agostinho1504@hotmail.com;Centrum Kultury Polskiej "Orze≥ Bia≥y"
polonia@zpepolonia.ee;Centrum Kultury Polskiej "Polonia" Gruzja-Abchazja
larmaria19@yahoo.com;Klub Polski w Gruzji
kubickaa@yahoo.com;Polska Szko≥a Sobotnia im. úw. KrÛlowej Jadwigi
larmaria19@yahoo.com;Stowarzyszenia Polek w Gruzji "PrzyjaüÒî
larmaria19@yahoo.com;Stowarzyszenie Dom Polski im. Ludwiga M≥okosiewicza
larmaria19@yahoo.com;Stowarzyszenie PolakÛw w Gruzji "Poloniaî
polcentrgeo@hotmail.com;Zwiπzek Kulturalno-Oúwiatowy PolakÛw w Gruzji "Poloniaî
konsulat@konsulatrp.zt.ua;Zwiπzek PolakÛw w Abchazji "WspÛlnota Polskaî
larmaria19@yahoo.com;Zwiπzek PolakÛw w Po≥udniowej Gruzji
hipokrates@org;Zwiπzek Polonii Medycznej w Gruzji im. úw. Grigo≥a Peradze
info@aguilablanca.org ;"Arrano Zuria" Biuletyn Stowarzyszenia Kulturalnego Baskijsko-Polskiego
redaktion@polonika.at;"Swojskie Strony" Bezp≥atny Tygodnik PolakÛw w Hiszpanii
asociacionpolonica@hotmail.com;Europejskie Stowarzyszenie StudentÛw "Victoriaî w Madrycie
sekretariatforum@gmail.com;HiszpaÒsko-Polskie Stowarzyszenie Kulturalne "Forum"
bracelona@tchr.org;Kapelania Polska w Alcala de Henares
'barcelona@tchr.org
';Kapelania Polska w Barcelonie
kp.madryt@kapelania.nazwa.pl;Kapelania Polska w Madrycie
info@patriaefidelis.pl;Ko≥o Stowarzyszenia M≥odzieøy Patriotycznej "Patriae Fidelis" w Hiszpanii
info@polishprofessionalsinmadrid.org;Polish Professionals In Madrid
info@polishprofessionalsinmadrid.org;Poloniabarcelona.pl ñ Polonijna Platforma Internetowa
pilasewicz@hotmail.com;Polonijne Ognisko Szkolne w Madrycie
info@poloniaengalicia.com;Polskie Stowarzyszenie Kulturalne w Galicji
phig@phig.pl;Polsko ñ HiszpaÒska Izba Gospodarcza
redakcja@polonia.es;Portal Polonia.es
info@polish-spk-foundation.org.au;Samodzielne Ko≥o Stowarzyszenia Polskich KombatantÛw w Madrycie
wiernipolacy@hotmail.com;Serwis "Wierni Polacy"
info@polskaszkola.es;Sobotnia Szko≥a Polska im. Jana D≥ugosza w Madrycie
sekretariatforum@gmail.com ;Stowarzyszenia Kulturalne Polsko-AragoÒskie
consulado.polonia.malaga@gmail.com;Stowarzyszenie "Dom Polskiî w Getafe
casacopernico@hotmail.com;Stowarzyszenie im. Karola Wojty≥y w Segovii
catalunya_polonia@yahoo.es;Stowarzyszenie Kulturalne I`Aplec Cultural Polones ñ Catala w Lloret de Mar
punktbcn@gmail.com;Stowarzyszenie Kulturalne KataloÒsko-Polskie w Barcelonie
sekretariatforum@gmail.com;Stowarzyszenie Kulturalne Przyjaüni Polsko-HiszpaÒskiej "Kopernikî
acdsparta@gmail.com;Stowarzyszenie Kulturalno Sportowe PolakÛw w Hiszpanii "Sparta-Alcalaî
asociacionpolonica@hotmail.com;Stowarzyszenie Kulturalno-Sportowe "Poloniaî
info@klubpolski.ch;Stowarzyszenie PolakÛw "Klub Polskiî
asociacionpolonica@hotmail.com;Stowarzyszenie PolakÛw w Asturii "Nikeî
asociacionpolonica@hotmail.com;Stowarzyszenie PolakÛw w Hiszpanii "Dom Polski" w Getafe - Madryt
info@klubwawel.org;Stowarzyszenie PolakÛw w Hiszpanii "Klub Wawelî
info@aguilablanca.org;Stowarzyszenie PolakÛw w Hiszpanii "Orze≥ Bia≥yî
casacopernico@hotmail.com;Stowarzyszenie PolakÛw Zamieszka≥ych w Avili "Casa de Copernicoî
anna.kielak@naszdom.org;Stowarzyszenie Polskich Lekarzy i Personelu Sanitarnego w Hiszpanii ìPolonia MÈdicaî
info@aguilablanca.org;Stowarzyszenie RodzicÛw Dzieci MÛwiπcych po polsku "Polonicaî
info@naszdomaragon.org;Stowarzyszenie Spo≥eczno-Kulturowe "Nasz Domî w Aragon
malapolonia@op.pl;Szko≥a "Ma≥a Polonia"
kontakt@tchr.fr;Towarzystwo Chrystusowe dla Polonii Zagranicznej w Hiszpanii
bozenapkilanowski@gmail.com;Towarzystwo PrzyjaciÛ≥ Fundacji Jana Paw≥a II w Madrycie
poolspodium@gmail.com;"Scena Polska"
info@polonia.nl ;Caritas Polski w Utrechcie
post@topolki.nl;ChÛr "Malwa"
info@osstoja.nl;ChÛr "Weso≥y Tu≥acz"
info@fpsn.nl;Forum Polskich SzkÛ≥ w Holandii
e.rodenburg@stichtingplon.eu;Fundacja "Plon" Polska Platforma Porozumiewawcza w KrÛlestwie NiderlandÛw
'info@witryna.nl;';Fundacja "Witrynaî
info@europolonia.nl;Fundacja Kulturalno-Charytatywna "Euro Polonia"
adviesvoorpolen@gmail.com;Fundacja Niderlandzki Dom Polski
npckerotterdam@gmail.com;Fundacja Niderlandzko-Polskie Centrum Kultury i Edukacji
voorzitter@lokomotywa.nl†;Fundacja Polskie Centrum Edukacji i Kultury "Lokomotywa"
polskaszkolkautrecht@gmail.com;Fundacja Polsko-Niderlandzkie Centrum Edukacji i Integracji
e.rodenburg@stichtingplon.eu;Katolickie Stowarzyszenie Polek w Limburgii
ewastas@yahoo.com;Klub Gazety Polskiej - Amsterdam
info@maczekmuseum.nl;Muzeum Gen. Stanis≥awa Maczka w Bredzie
haga.amb.sekretariat@msz.gov.pl;Niderlandzko-Polska Izba Gospodarcza w Hadze
npckerotterdam@gmail.com;Niderlandzko-Polskie Centrum Kultury i Edukacji w Rotterdamie
tkozienski@hotmail.com;Parafia Polska p.w. NMP CzÍstochowskiej w Archidiecezji Utrecht
slawekklim@hotmail.com;Parafia Polska p.w. NMP Gwiazdy Morza w Rotterdamie
bmschr@faustyna.nl;Parafia Polska p.w. åw. Faustyny Kowalskiej w Brabancji i Limburgii
slawekklim@hotmail.com;Parafia Polska p.w. åw. Maksymiliana Marii Kolbe w Rijsbergen
info@osstoja.nl;Polonijne Stowarzyszenie Kulturalno-Oúwiatowe "Osstojaî
secretariaat@polonia-breda.nl;Polonijny ZespÛ≥ Folklorystyczny "Mazurî w Bredzie
k.obiedzinski@pmkamsterdam.nl;Polska Misja Katolicka "Amsterdam" p.w. Ducha åwiÍtego - PÛ≥nocna Holandia
jokonek@live.nl;Polska Misja Katolicka w Groningen
npckerotterdam@gmail.com;Polska Szko≥a im. H. Sienkiewicza w Rotterdamie
polskaszkolanijmegen@gmail.com;Polska Szko≥a im. Ireny Kwiatkowskiej w Nijmegen
slawekklim@hotmail.com;Polska Szko≥a Parafialna w Rotterdamie
info@osstoja.nl;Polska Szko≥a Sobotnia w Oss
kw11@poczta.onet.pl;Polska Szko≥a w Eindhoven
poolseschool@planet.nl;Polska Szko≥a w Groningen
info@polskaszkolatilburg.nl;Polska Szko≥a w Tilburgu
amsterdam@pot.gov.pl;Polski Oúrodek Informacji Turystycznej w Holandii
pkol@pkol.pl;Polski Komitet Olimpijski w Holandii
secretariaat@ggzkeizersgracht.nl;Polskie Centrum Zdrowia Psychicznego GGZ w Amsterdamie
e.rodenburg@stichtingplon.eu;Polskie Towarzystwo Katolickie (PTK) w Enschede
ambhaga@polamb.nl;Polskie Towarzystwo Katolickie Ko≥o Breda
ambhaga@polamb.nl;Polskie Towarzystwo Medyczne w Holandii
hoofdredactie@pnkv.nl;Polsko Niderlandzkie Stowarzyszenie Kulturalne
polskaszkolanijmegen@gmail.com;Stowarzyszenie "Polska Szko≥a w Nijmegen"
poolspodium@gmail.com;Stowarzyszenie "Scena Polskaî w Utrechcie
info@vereniging-1epoolsepantserdivisie-nederland.nl;Stowarzyszenie 1-szej Polskiej Dywizji Pancernej w Bredzie
ads@ng24.ie;Stowarzyszenie Kulturalne "Poloniaî w Bredzie
info@polish-spk-foundation.org.au;Stowarzyszenie Polskich KombatantÛw w Holandii
europa@tip.nl;Stowarzyszenie T≥umaczy w Veenendaal
psbreda@gmail.com;Szko≥a Polska w Bredzie
kierownik@spk-haga.nl;Szko≥a Polska w Hadze
hanka@xs4all.nl;Towarzystwa Polek w Holandii "Top"
ambhaga@polamb.nl;Towarzystwo "JednoúÊ" pod opiekπ åw. Wojciecha w Heerlen
edmunddruz@yahoo.de;Towarzystwo Chrystusowe dla Polonii Zagranicznej w Holandii
post@topolki.nl;ZespÛ≥ "Cracovia" w Eindhoven
info@polonia.nl ;ZespÛ≥ "Podlasie" w Heerlen
ambhaga@polamb.nl;Zjednoczenie Katolicko-Polskich Towarzystw w Holandii
e.rodenburg@stichtingplon.eu;Zwiπzek PolakÛw w Heerlen
consul@surabayapolandconsulate.com;"Polonia w Indonezji"
info@polclub.biz;Polski Klub Biznesu w Døakarcie
misje@scj.pl;Zgromadzenie KsiÍøy NajúwiÍtszego Serca Jezusowego (Sercanie) w Indonezji
polembas@iol.ie;"Ad Poloniaî
redakcja@ambasador.ie;"Ambasador Kulturalny"
ads@ng24.ie;"Nasz G≥os"
arturziomek@hotmail.com;ArtPolonia
info@together-razem.org;Centrum Wsparcia i Integracji "Together-Razemî
info@forumpolonia.org;Forum Polonia
hq@mymind.org;Fundacja MyMind
web.content@limerick.ie;Irish-Polish Cultural and Business Association in Limerick
info@irelandpolandchamber.com;Irlandzko-Polska Izba Handlowa
klubgpdublin@gmail.com;Klub Gazety Polskiej - Dublin
klub.waterford@gmail.com;Klub Gazety Polskiej - Waterford
kontakt@plbclub.pl;Polish Business Club
info@szkolapak.com;Polska Akademia Wiedzy (PAK) w Dublinie
polish.peacecorps@gmail.com;Polska Grupa KorpusÛw Pokoju w Irlandii
spgalway@gmail.com;Polska Szko≥a im. Wis≥awy Szymborskiej w Galway
spgalway@gmail.com;Polska Szko≥a w Ballinasloe
polskaszkolaclonmel@gmail.com;Polska Szko≥a w Clonmel
office@polskaszkola.ie;Polska Szko≥a w Dublinie Altogether
kontakt@psletterkenny.eu;Polska Szko≥a w Letterkenny
sptuam@gmail.com;Polska Szko≥a w Tuam
itekjam@interia.pl;Polska Szko≥a w Waterford (Szkolny Punkt Konsultacyjny przy Ambasadzie RP w Dublinie z siedzibπ w Waterford)
posk@poskdublin.org;Polski Oúrodek Spo≥eczno-Kulturalny w Dublinie
basis@entemp.ie;Polskie Centrum Informacji i Kultury w Dublinie
witekjam@interia.pl;Polskie Stowarzyszenie Edukacyjne w Waterford
info@mycork.org;Stowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy CorkîStowarzyszenie  ìMy Corkî
info@mycork.org;Stowarzyszenie ìBiblaryî
polskaszkolaclonmel@gmail.com;Stowarzyszenie Clonmel Polish School
bdorda@siptu.ie;Stowarzyszenie Lekarzy Polskich w Irlandii
kontakt@psletterkenny.eu;Stowarzyszenie Little Homeland - Ma≥a Ojczyzna
polishgroup@localise.ie;Stowarzyszenie Polsko ñ Irlandzkie w Galway
hq@mymind.org;Stowarzyszenie PsychologÛw Polskich w Irlandii
schoollaois@hotmail.com;Stowarzyszenie WspÛlnota Polska w Laois
szkola@polskaszkoladublin.org;Szkolny Punkt Konsultacyjny przy Ambasadzie RP w Dublinie
admin@irlelandpoland.com;The Ireland Poland Business Association
ips.dublin@gmail.com;Towarzystwo Irlandzko-Polskie w Dublinie
robertgardineruper@gmail.com;Towarzystwo Jezusowe (Jezuici) w Irlandii
slowo@polskakongressen.org;Towarzystwo PrzyjaciÛ≥ Fundacji Jana Paw≥a II w Irlandii
dublindominikanie@gmail.com;Zakon Braci KaznodziejÛw (Dominikanie) w Irlandii
iglinski@optusnet.com.au;Stowarzyszenie PolakÛw w Fiordach Zachodnich
hjalp@vodafone.is;Stowarzyszenie Polonii Islandzkiej
szkola@szkolapolska.is;Stowarzyszenie PrzyjaciÛ≥ Polskiej Szko≥y w Reykjaviku
oldutunsskoli@oldutunsskoli.is;Szko≥a Podstawowa ÷ldut˙nskÛli
szkola@szkolapolska.is;Szko≥a Polska w Reykjaviku
prowincjal@tchr.org.uk;Towarzystwo Chrystusowe dla Polonii Zagranicznej (Chrystusowcy) na Islandii
pacwash@polamcon.org);Towarzystwo Kulturowe "Rejsî w Reykjanesbaer
pms@grodno.by;Towarzystwo Przyjaüni Islandzko-Polskiej
admin@polcannet.com;"Cusinî Biuletyn
webmaster@kontakty.org;"Nowiny ñ Nowy Kurierî
emigracja@episkopat.pl;Polska Misja Katolicka w Izraelu
jzastocki.rada@gmail.com;Towarzystwo Polonijne "Piastî w Izraelu
inquiries@klikdotsystems.jp;Forum Polonijne "Tama" w Japonii
poloniajaponica@gmail.com;gazeta.jp Polonia Japonica
tokio@pot.gov.pl;Polski Oúrodek Informacji Turystycznej w Japonii
razemwjaponii@gmail.com;Stowarzyszenie Polonijne Razem  w Tokio
redakcja@konnichiwa.pl;Wortal Konnichiwa
misje.aniol@o2.pl;Zgromadzenie SiÛstr od Anio≥Ûw w Kamerunie
domgen@dominikanki.pl;Zgromadzenie SiÛstr úw. Dominika (Dominikanki) w Kamerunie
admin@biulpol.neT;"Biuletyn Polonijnyî
p4lowicz@gmail.com;"Dziedzictwoî Biuletyn Organizacyjny
redakcja@gazetagazeta.com;"Gazetaî Dziennik Polonii w Kanadzie
webmaster@polishcanadians.ca;"G≥os Polskiî
zkopc549@rogers.com;"Kurierî
mazur.dance@gmail.com;"Mazur" Polish Canadian Dancers of Edmonton Society
zg@znp.ca;"Myúlî Biuletyn Zwiπzku Nauczycielstwa Polskiego w Kanadzie
redakcja@panoramapolska.ca;"Panorama Polska" Niezaleøny Magazyn Kulturalny
peter.nawrot@hc.sc.gc.ca;Biuletyn Stowarzyszenia InøynierÛw Polskich w Kanadzie
skrzypinski@shaw.ca;Canada-Poland Chamber of Commerce in Montreal
info@canada-poland.com;Canada-Poland Chamber of Commerce of Toronto
admin@radiomaryjachicago.org;Centrala Radia Maryja w Toronto
info@biblioteka.info;Cmentarz weteranÛw "Field of Honour" w Pointe Claire
ewazadar@hotmail.com;Federacja Polek w Kanadzie
kongres@kpk.org;Fundacja Charytatywna Kongresu Polonii Kanadyjskiej
foundation@kresy-syberia.org;Fundacja Kresy-Syberia Oddzia≥ w Kanadzie
turzanskifoundation@rogers.com;Fundacja W≥adys≥awa i Nelli TurzaÒskich w Toronto
cpmf@millenniumfund.ca;Fundusz Wieczystego Millenium Polski ChrzeúcijaÒskiej
klubgpedmonton@gmail.com;Kanadyjska Fundacja Dziedzictwa Polsko-Øydowskiego w Montrealu
institute@canadianpolishinstitute.org;Kanadyjsko-Polski Instytut Badawczy (KPIB)
skrzypinski@shaw.ca;Canada-Poland Chamber of Commerce in Montreal
klubgp_calgary@yahoo.com;Klub Gazety Polskiej - Calgary
klubgpedmonton@gmail.com;Klub Gazety Polskiej - Edmonton
klubgpkingston@gmail.com;Klub Gazety Polskiej - Kingston
klubgplondyn@gmail.com;Klub Gazety Polskiej - London
klubgpottawa@gmail.com;Klub Gazety Polskiej - Ottawa
klubgp.toronto@gmail.com;Klub Gazety Polskiej - Toronto
kgwestcan@gmail.com;Klub Gazety Polskiej ñ Vancouver
kgpwinnipeg@hotmail.com;Klub Gazety Polskiej - Winnipeg
info@polish-spk-foundation.org.au;Ko≥o By≥ych Øo≥nierzy Armii Krajowej Oddzia≥ w Montrealu
president@kpk-toronto.org;Ko≥o By≥ych Øo≥nierzy Armii Krajowej Oddzia≥ w Toronto
peter.nawrot@hc.sc.gc.ca;Ko≥o PaÒ przy Stowarzyszeniu InøynierÛw Polskich w Kanadzie
edesejournet@skynet.be;Ko≥o PrzyjaciÛ≥ Fundacji Jana Paw≥a II w Calgary
info@fjp2.ca;Ko≥o PrzyjaciÛ≥ Fundacji Jana Paw≥a II w Montrealu
edesejournet@skynet.be;Ko≥o PrzyjaciÛ≥ Fundacji Jana Paw≥a II w Toronto
stefan.wladysiuk@mail.mcgill.ca;Ko≥o PrzyjaciÛ≥ Fundacji Jana Paw≥a II w Winnipegu
schr@avalon.sul.com.br;Komitet Pomocy Polskim Misjom w Ottawie
glospolski@ciudad.com.ar;KonferencjÍ Polskich Kap≥anÛw na Wschodniπ KanadÍ
